facility_id,day,total_staff,nurses_on_duty,doctors_on_duty,beds_occupied,beds_available,patient_visits,avg_congestion,weighted_demand,staff_to_patient_ratio,beds_occupancy_ratio,staffing_pressure,understaffing_risk,predicted_understaffed
HF_L4_004,2023-03-05,65,52,24,133,98,49.0,307.57142857142856,71.0,1.3,1.3571428571428572,92.3,,False
HF_L4_004,2023-03-06,78,32,19,123,98,32.0,291.53125,36.0,2.363636363636364,1.2551020408163265,85.09090909090911,,False
HF_L4_004,2023-03-07,57,51,26,171,104,43.0,322.3255813953488,60.0,1.2954545454545454,1.6442307692307692,77.72727272727272,,False
HF_L4_004,2023-03-08,43,39,18,220,107,38.0,310.9736842105263,46.0,1.1025641025641026,2.05607476635514,50.71794871794872,,False
HF_L4_004,2023-03-09,64,32,18,151,99,30.0,310.4,45.0,2.064516129032258,1.5252525252525253,92.90322580645162,,False
HF_L4_004,2023-03-10,71,37,17,237,87,19.0,270.2105263157895,20.0,3.55,2.7241379310344827,71.0,,False
HF_L4_004,2023-03-11,51,24,22,234,117,24.0,297.4583333333333,37.0,2.04,2.0,75.48,,False
HF_L4_004,2023-03-12,67,43,21,167,91,25.0,323.12,37.0,2.576923076923077,1.835164835164835,95.34615384615385,,False
HF_L4_004,2023-03-13,68,40,25,221,77,35.0,289.8285714285714,50.0,1.8888888888888888,2.8701298701298703,94.44444444444444,,False
HF_L4_004,2023-03-14,69,30,22,155,117,31.0,315.2903225806452,42.0,2.15625,1.3247863247863247,90.5625,,False
HF_L4_004,2023-03-15,50,45,20,208,109,36.0,293.47222222222223,65.0,1.351351351351351,1.908256880733945,87.83783783783782,,False
HF_L4_004,2023-03-16,72,34,21,264,128,34.0,281.97058823529414,57.0,2.057142857142857,2.0625,117.25714285714284,,False
HF_L4_004,2023-03-17,64,36,22,228,109,34.0,273.52941176470586,51.0,1.8285714285714283,2.091743119266055,93.25714285714284,,False
HF_L4_004,2023-03-18,68,45,21,222,104,29.0,298.41379310344826,42.0,2.2666666666666666,2.1346153846153846,95.2,,False
HF_L4_004,2023-03-19,57,35,24,134,100,36.0,280.72222222222223,58.0,1.5405405405405406,1.34,89.35135135135135,,False
HF_L4_004,2023-03-20,58,38,23,202,97,41.0,322.5609756097561,89.0,1.380952380952381,2.082474226804124,122.9047619047619,,False
HF_L4_004,2023-03-21,77,48,31,235,74,44.0,315.5681818181818,63.0,1.711111111111111,3.175675675675676,107.8,,False
HF_L4_004,2023-03-22,48,26,26,218,115,32.0,311.875,49.0,1.4545454545454546,1.895652173913044,71.27272727272728,,False
HF_L4_004,2023-03-23,62,51,15,153,127,30.0,244.76666666666668,34.0,2.0,1.204724409448819,68.0,,False
HF_L4_004,2023-03-24,67,29,21,202,107,41.0,295.3414634146341,62.0,1.5952380952380951,1.88785046728972,98.9047619047619,,False
HF_L4_004,2023-03-25,80,37,22,132,124,29.0,319.3448275862069,39.0,2.6666666666666665,1.064516129032258,104.0,,False
HF_L4_004,2023-03-26,55,37,22,173,124,26.0,280.53846153846155,31.0,2.037037037037037,1.3951612903225807,63.14814814814815,,False
HF_L4_004,2023-03-27,55,41,14,134,132,30.0,256.6,48.0,1.7741935483870968,1.0151515151515151,85.16129032258064,,False
HF_L4_004,2023-03-28,77,34,22,253,106,40.0,279.6,75.0,1.8780487804878048,2.3867924528301887,140.85365853658536,,False
HF_L4_004,2023-03-29,63,43,20,238,106,29.0,334.0344827586207,51.0,2.1,2.2452830188679247,107.10000000000001,,False
HF_L4_004,2023-03-30,74,43,27,280,109,36.0,277.80555555555554,53.0,2.0,2.568807339449541,106.0,,False
HF_L4_004,2023-03-31,63,45,20,198,131,33.0,301.1515151515151,47.0,1.8529411764705883,1.5114503816793894,87.08823529411765,,False
HF_L4_004,2023-04-01,63,29,20,206,80,33.0,280.45454545454544,50.0,1.8529411764705883,2.575,92.64705882352942,,False
HF_L4_004,2023-04-02,58,45,23,195,99,32.0,288.6875,53.0,1.7575757575757576,1.9696969696969693,93.15151515151516,,False
HF_L4_004,2023-04-03,78,44,22,204,124,36.0,328.6666666666667,51.0,2.108108108108108,1.6451612903225807,107.5135135135135,,False
HF_L4_004,2023-04-04,62,55,23,168,134,38.0,303.2631578947368,56.0,1.5897435897435896,1.2537313432835822,89.02564102564102,,False
HF_L4_004,2023-04-05,54,21,21,238,114,43.0,281.48837209302326,77.0,1.2272727272727273,2.087719298245614,94.5,,False
HF_L4_004,2023-04-06,61,44,17,138,123,30.0,319.9,44.0,1.967741935483871,1.1219512195121952,86.58064516129032,,False
HF_L4_004,2023-04-07,74,37,21,260,106,30.0,270.0,50.0,2.3870967741935485,2.452830188679245,119.35483870967742,,False
HF_L4_004,2023-04-08,80,35,17,170,95,19.0,318.10526315789474,27.0,4.0,1.7894736842105263,108.0,,False
HF_L4_004,2023-04-09,64,47,13,212,120,31.0,284.61290322580646,41.0,2.0,1.7666666666666666,82.0,,False
HF_L4_004,2023-04-10,49,44,24,181,115,38.0,313.8157894736842,59.0,1.2564102564102564,1.5739130434782609,74.12820512820512,,False
HF_L4_004,2023-04-11,46,43,24,183,88,33.0,273.1212121212121,48.0,1.3529411764705883,2.0795454545454546,64.94117647058823,,False
HF_L4_004,2023-04-12,58,37,28,167,118,32.0,305.0,44.0,1.7575757575757576,1.4152542372881356,77.33333333333333,,False
HF_L4_004,2023-04-13,67,37,21,199,107,28.0,272.60714285714283,38.0,2.310344827586207,1.8598130841121496,87.79310344827586,,False
HF_L4_004,2023-04-14,65,37,19,264,110,40.0,322.15,52.0,1.5853658536585369,2.4,82.43902439024392,,False
HF_L4_004,2023-04-15,88,45,20,224,114,29.0,318.82758620689657,42.0,2.933333333333333,1.9649122807017545,123.19999999999999,,False
HF_L4_004,2023-04-16,70,31,18,191,87,28.0,347.7857142857143,41.0,2.413793103448276,2.1954022988505746,98.9655172413793,,False
HF_L4_004,2023-04-17,58,33,25,186,94,28.0,277.32142857142856,47.0,2.0,1.9787234042553192,94.0,,False
HF_L4_004,2023-04-18,47,44,23,203,133,26.0,345.88461538461536,31.0,1.7407407407407407,1.5263157894736843,53.96296296296296,,False
HF_L4_004,2023-04-19,68,50,24,182,82,27.0,293.25925925925924,42.0,2.4285714285714284,2.2195121951219514,101.99999999999999,,False
HF_L4_004,2023-04-20,67,36,21,230,96,29.0,338.6551724137931,32.0,2.2333333333333334,2.395833333333333,71.46666666666667,,False
HF_L4_004,2023-04-21,60,39,25,202,100,44.0,326.3863636363636,61.0,1.3333333333333333,2.02,81.33333333333333,,False
HF_L4_004,2023-04-22,59,51,23,267,126,31.0,307.96774193548384,43.0,1.84375,2.119047619047619,79.28125,,False
HF_L4_004,2023-04-23,59,52,14,188,116,38.0,326.89473684210526,56.0,1.5128205128205128,1.6206896551724137,84.71794871794872,,False
HF_L4_004,2023-04-24,76,41,28,190,81,38.0,239.42105263157896,56.0,1.948717948717949,2.345679012345679,109.12820512820514,,False
HF_L4_004,2023-04-25,70,39,25,219,120,41.0,283.1219512195122,62.0,1.6666666666666667,1.825,103.33333333333334,,False
HF_L4_004,2023-04-26,62,47,23,243,98,36.0,310.9166666666667,47.0,1.6756756756756757,2.479591836734694,78.75675675675676,,False
HF_L4_004,2023-04-27,91,38,25,226,87,40.0,323.85,43.0,2.2195121951219514,2.5977011494252875,95.43902439024392,,False
HF_L4_004,2023-04-28,66,49,25,215,79,40.0,329.275,65.0,1.6097560975609757,2.721518987341772,104.63414634146342,,False
HF_L4_004,2023-04-29,45,46,18,164,97,44.0,325.8636363636364,58.0,1.0,1.690721649484536,58.0,,False
HF_L4_004,2023-04-30,57,39,19,263,87,35.0,319.6,56.0,1.5833333333333333,3.022988505747126,88.66666666666666,,False
HF_L4_004,2023-05-01,74,52,25,130,113,37.0,329.2972972972973,51.0,1.947368421052632,1.1504424778761062,99.31578947368423,,False
HF_L4_004,2023-05-02,63,41,13,172,109,34.0,325.97058823529414,54.0,1.8,1.5779816513761469,97.2,,False
HF_L4_004,2023-05-03,48,38,18,208,85,31.0,315.9032258064516,42.0,1.5,2.447058823529412,63.0,,False
HF_L4_004,2023-05-04,76,27,11,231,93,24.0,327.5833333333333,34.0,3.04,2.4838709677419355,103.36,,False
HF_L4_004,2023-05-05,69,40,15,298,86,36.0,315.80555555555554,43.0,1.864864864864865,3.4651162790697674,80.1891891891892,,False
HF_L4_004,2023-05-06,40,45,23,196,101,34.0,308.2647058823529,44.0,1.1428571428571428,1.9405940594059403,50.285714285714285,,False
HF_L4_004,2023-05-07,79,37,17,225,87,28.0,228.07142857142856,44.0,2.7241379310344827,2.586206896551724,119.86206896551724,,False
HF_L4_004,2023-05-08,65,39,27,262,99,32.0,343.84375,41.0,1.9696969696969693,2.646464646464646,80.75757575757574,,False
HF_L4_004,2023-05-09,60,38,23,253,92,29.0,247.6551724137931,41.0,2.0,2.75,82.0,,False
HF_L4_004,2023-05-10,58,55,16,292,95,40.0,294.9,46.0,1.4146341463414631,3.073684210526316,65.07317073170731,,False
HF_L4_004,2023-05-11,62,32,19,199,86,26.0,311.8076923076923,42.0,2.2962962962962963,2.313953488372093,96.44444444444444,,False
HF_L4_004,2023-05-12,68,27,26,177,118,37.0,331.02702702702703,49.0,1.7894736842105263,1.5,87.6842105263158,,False
HF_L4_004,2023-05-13,52,33,23,238,104,30.0,252.2333333333333,57.0,1.6774193548387095,2.2884615384615383,95.61290322580645,,False
HF_L4_004,2023-05-14,57,32,20,230,94,24.0,224.3333333333333,37.0,2.28,2.4468085106382977,84.36,,False
HF_L4_004,2023-05-15,81,34,23,184,82,30.0,329.43333333333334,42.0,2.6129032258064515,2.2439024390243905,109.74193548387096,,False
HF_L4_004,2023-05-16,69,34,22,256,92,36.0,318.8611111111111,52.0,1.864864864864865,2.782608695652174,96.97297297297297,,False
HF_L4_004,2023-05-17,65,46,24,220,125,33.0,317.1212121212121,59.0,1.911764705882353,1.76,112.79411764705883,,False
HF_L4_004,2023-05-18,86,41,21,212,105,36.0,285.19444444444446,44.0,2.324324324324324,2.019047619047619,102.27027027027026,,False
HF_L4_004,2023-05-19,77,37,21,201,110,34.0,298.8235294117647,58.0,2.2,1.827272727272728,127.60000000000001,,False
HF_L4_004,2023-05-20,72,45,14,225,95,37.0,322.8378378378378,53.0,1.894736842105263,2.3684210526315788,100.42105263157895,,False
HF_L4_004,2023-05-21,67,32,25,188,112,34.0,329.6470588235294,50.0,1.9142857142857144,1.6785714285714286,95.71428571428572,,False
HF_L4_004,2023-05-22,72,41,26,179,107,34.0,288.8235294117647,52.0,2.057142857142857,1.6728971962616823,106.97142857142856,,False
HF_L4_004,2023-05-23,64,32,23,281,96,34.0,298.6470588235294,51.0,1.8285714285714283,2.927083333333333,93.25714285714284,,False
HF_L4_004,2023-05-24,69,46,26,162,101,27.0,336.51851851851853,38.0,2.4642857142857144,1.603960396039604,93.64285714285715,,False
HF_L4_004,2023-05-25,67,26,19,147,86,27.0,249.1851851851852,47.0,2.392857142857143,1.7093023255813953,112.46428571428571,,False
HF_L4_004,2023-05-26,53,52,24,258,85,30.0,304.03333333333336,44.0,1.7096774193548387,3.0352941176470587,75.22580645161291,,False
HF_L4_004,2023-05-27,74,38,24,254,102,28.0,317.85714285714283,40.0,2.5517241379310347,2.4901960784313726,102.0689655172414,,False
HF_L4_004,2023-05-28,72,30,13,201,113,22.0,255.22727272727272,43.0,3.130434782608696,1.7787610619469028,134.6086956521739,,False
HF_L4_004,2023-05-29,55,51,18,222,95,32.0,348.34375,61.0,1.6666666666666667,2.336842105263158,101.66666666666667,,False
HF_L4_004,2023-05-30,65,53,14,226,106,43.0,309.3953488372093,72.0,1.4772727272727273,2.1320754716981134,106.36363636363636,,False
HF_L4_004,2023-05-31,76,54,27,175,81,33.0,340.93939393939394,55.0,2.235294117647059,2.1604938271604937,122.94117647058823,,False
HF_L4_004,2023-06-01,66,36,14,166,87,34.0,283.2058823529412,52.0,1.8857142857142857,1.908045977011494,98.05714285714285,,False
HF_L4_004,2023-06-02,53,44,20,221,118,27.0,322.8888888888889,44.0,1.8928571428571428,1.8728813559322035,83.28571428571428,,False
HF_L4_004,2023-06-03,61,45,20,243,110,21.0,310.7619047619048,35.0,2.772727272727273,2.209090909090909,97.04545454545455,,False
HF_L4_004,2023-06-04,65,44,26,138,86,39.0,308.7435897435897,63.0,1.625,1.6046511627906976,102.375,,False
HF_L4_004,2023-06-05,52,36,21,172,99,37.0,305.64864864864865,68.0,1.368421052631579,1.7373737373737377,93.05263157894737,,False
HF_L4_004,2023-06-06,64,59,24,217,118,26.0,329.6923076923077,34.0,2.3703703703703702,1.8389830508474576,80.59259259259258,,False
HF_L4_004,2023-06-07,62,34,23,210,95,35.0,314.9142857142857,46.0,1.7222222222222223,2.210526315789474,79.22222222222223,,False
HF_L4_004,2023-06-08,75,40,30,234,108,38.0,301.05263157894734,53.0,1.9230769230769231,2.1666666666666665,101.92307692307692,,False
HF_L4_004,2023-06-09,45,38,26,174,87,36.0,303.22222222222223,51.0,1.2162162162162162,2.0,62.027027027027025,,False
HF_L4_004,2023-06-10,67,33,30,206,121,37.0,311.97297297297297,47.0,1.763157894736842,1.7024793388429753,82.86842105263158,,False
HF_L4_004,2023-06-11,51,45,14,208,76,32.0,313.96875,41.0,1.5454545454545454,2.736842105263158,63.36363636363636,,False
HF_L4_004,2023-06-12,67,34,17,291,122,34.0,236.6176470588236,43.0,1.9142857142857144,2.3852459016393444,82.31428571428572,,False
HF_L4_004,2023-06-13,51,46,27,136,103,44.0,284.45454545454544,71.0,1.1333333333333333,1.3203883495145632,80.46666666666667,,False
HF_L4_004,2023-06-14,59,39,26,238,108,34.0,267.79411764705884,57.0,1.6857142857142855,2.203703703703704,96.08571428571427,,False
HF_L4_004,2023-06-15,48,40,30,206,93,34.0,331.2647058823529,45.0,1.3714285714285714,2.21505376344086,61.714285714285715,,False
HF_L4_004,2023-06-16,78,37,22,226,99,40.0,302.675,46.0,1.902439024390244,2.282828282828283,87.51219512195122,,False
HF_L4_004,2023-06-17,61,28,19,246,94,37.0,354.8378378378378,42.0,1.605263157894737,2.617021276595745,67.42105263157895,,False
HF_L4_004,2023-06-18,53,31,28,256,105,28.0,275.2857142857143,42.0,1.827586206896552,2.4380952380952383,76.75862068965519,,False
HF_L4_004,2023-06-19,56,35,21,157,96,35.0,278.85714285714283,57.0,1.5555555555555556,1.6354166666666667,88.66666666666667,,False
HF_L4_004,2023-06-20,58,46,21,237,115,32.0,282.59375,38.0,1.7575757575757576,2.0608695652173914,66.78787878787878,,False
HF_L4_004,2023-06-21,61,42,23,257,94,43.0,342.3488372093023,56.0,1.3863636363636365,2.734042553191489,77.63636363636364,,False
HF_L4_004,2023-06-22,67,35,21,238,121,41.0,317.8048780487805,52.0,1.5952380952380951,1.966942148760331,82.95238095238095,,False
HF_L4_004,2023-06-23,62,22,24,220,101,37.0,297.0810810810811,52.0,1.631578947368421,2.1782178217821784,84.84210526315789,,False
HF_L4_004,2023-06-24,67,46,21,272,112,23.0,289.8695652173913,25.0,2.7916666666666665,2.4285714285714284,69.79166666666666,,False
HF_L4_004,2023-06-25,44,43,16,181,123,37.0,307.56756756756755,38.0,1.1578947368421053,1.4715447154471544,44.0,,False
HF_L4_004,2023-06-26,59,51,17,215,92,29.0,314.41379310344826,40.0,1.9666666666666663,2.3369565217391304,78.66666666666666,,False
HF_L4_004,2023-06-27,74,26,23,167,88,39.0,305.2564102564103,73.0,1.85,1.8977272727272727,135.05,,False
HF_L4_004,2023-06-28,53,44,14,226,118,34.0,308.0,49.0,1.5142857142857142,1.915254237288136,74.2,,False
HF_L4_004,2023-06-29,61,33,18,288,92,29.0,329.86206896551727,41.0,2.033333333333333,3.130434782608696,83.36666666666666,,False
HF_L4_004,2023-06-30,44,49,23,123,96,41.0,332.5609756097561,54.0,1.0476190476190477,1.28125,56.57142857142858,,False
HF_L4_004,2023-07-01,72,42,20,139,125,35.0,298.0857142857143,55.0,2.0,1.112,110.0,,False
HF_L4_004,2023-07-02,56,38,23,220,101,29.0,318.4482758620689,37.0,1.8666666666666667,2.1782178217821784,69.06666666666666,,False
HF_L4_004,2023-07-03,50,25,17,221,116,33.0,303.969696969697,46.0,1.4705882352941178,1.905172413793104,67.64705882352942,,False
HF_L4_004,2023-07-04,53,53,26,255,71,32.0,354.125,35.0,1.606060606060606,3.591549295774648,56.21212121212121,,False
HF_L4_004,2023-07-05,40,25,24,139,90,30.0,315.5,45.0,1.2903225806451613,1.5444444444444445,58.064516129032256,,False
HF_L4_004,2023-07-06,66,40,22,235,105,35.0,308.25714285714287,52.0,1.8333333333333333,2.238095238095238,95.33333333333333,,False
HF_L4_004,2023-07-07,70,44,17,204,92,33.0,274.90909090909093,40.0,2.0588235294117645,2.217391304347826,82.35294117647058,,False
HF_L4_004,2023-07-08,61,35,19,283,94,43.0,310.4418604651163,70.0,1.3863636363636365,3.0106382978723403,97.04545454545455,,False
HF_L4_004,2023-07-09,61,33,21,206,87,35.0,320.9142857142857,62.0,1.6944444444444444,2.367816091954023,105.05555555555556,,False
HF_L4_004,2023-07-10,64,45,21,197,129,27.0,272.3333333333333,37.0,2.2857142857142856,1.5271317829457365,84.57142857142857,,False
HF_L4_004,2023-07-11,67,26,22,215,85,35.0,291.1428571428572,43.0,1.8611111111111112,2.5294117647058822,80.02777777777779,,False
HF_L4_004,2023-07-12,58,36,18,236,92,30.0,327.3333333333333,46.0,1.870967741935484,2.565217391304348,86.06451612903226,,False
HF_L4_004,2023-07-13,66,57,25,152,95,29.0,306.2413793103448,46.0,2.2,1.6,101.2,,False
HF_L4_004,2023-07-14,55,20,14,238,81,44.0,266.5,58.0,1.2222222222222223,2.938271604938272,70.8888888888889,,False
HF_L4_004,2023-07-15,66,43,19,276,113,26.0,330.0769230769231,38.0,2.4444444444444446,2.4424778761061945,92.8888888888889,,False
HF_L4_004,2023-07-16,62,45,18,148,132,25.0,261.28,35.0,2.3846153846153846,1.121212121212121,83.46153846153847,,False
HF_L4_004,2023-07-17,57,46,22,217,101,49.0,315.2040816326531,73.0,1.14,2.1485148514851486,83.22,,False
HF_L4_004,2023-07-18,59,40,16,234,93,36.0,281.0833333333333,56.0,1.5945945945945943,2.5161290322580645,89.29729729729728,,False
HF_L4_004,2023-07-19,67,55,15,248,67,38.0,282.44736842105266,61.0,1.7179487179487178,3.701492537313433,104.79487179487178,,False
HF_L4_004,2023-07-20,79,29,19,156,80,29.0,297.58620689655174,47.0,2.6333333333333333,1.95,123.76666666666667,,False
HF_L4_004,2023-07-21,62,34,16,247,127,28.0,288.7142857142857,47.0,2.1379310344827585,1.94488188976378,100.48275862068965,,False
HF_L4_004,2023-07-22,51,25,22,210,108,34.0,319.88235294117646,50.0,1.457142857142857,1.9444444444444444,72.85714285714285,,False
HF_L4_004,2023-07-23,81,37,26,237,90,33.0,313.54545454545456,58.0,2.3823529411764706,2.6333333333333333,138.1764705882353,,False
HF_L4_004,2023-07-24,87,42,18,169,111,46.0,331.6304347826087,70.0,1.851063829787234,1.5225225225225223,129.5744680851064,,False
HF_L4_004,2023-07-25,73,45,20,129,98,31.0,265.0967741935484,45.0,2.28125,1.316326530612245,102.65625,,False
HF_L4_004,2023-07-26,60,48,13,224,117,33.0,278.8484848484849,57.0,1.7647058823529411,1.9145299145299144,100.58823529411764,,False
